BugID, ResolutionTime, BugStatus, BugResolution, NumberComments,  NumberAuthors, NumberCC, BugStatusHistory, BugResolutionHistory, BugStatusResolutionHistory 
397411,1179, VERIFIED, FIXED,34,20,33,,,
376786,963, RESOLVED, FIXED,3,3,0,,,
460830,787, VERIFIED, FIXED,10,5,3,,,
422919,1008, VERIFIED, FIXED,35,12,16,,,
408860,1094, VERIFIED, FIXED,24,12,11,,,
475273,690, VERIFIED, FIXED,22,9,17,,,
365100,1065, RESOLVED, FIXED,7,3,0,,,
424900,1353, RESOLVED, WONTFIX,23,13,13,,,
403641,1129, VERIFIED, FIXED,9,7,7,,,
366594,1050, RESOLVED, FIXED,4,3,0,,,
428690,1370, RESOLVED, FIXED,38,11,14,,,
415460,1047, RESOLVED, FIXED,26,6,11,,,
323812,1408, RESOLVED, FIXED,13,5,2,,,
214531,1123, VERIFIED, FIXED,4,3,0,,,
370026,1019, RESOLVED, FIXED,4,3,1,,,
405925,728, VERIFIED, FIXED,12,8,17,,,
395029,902, VERIFIED, FIXED,8,6,5,,,
373264,993, RESOLVED, FIXED,5,3,2,,,
450314,470, RESOLVED, WONTFIX,24,9,24,,,
419885,637, RESOLVED, FIXED,3,3,4,,,
327395,1379, RESOLVED, FIXED,5,3,2,,,
304748,209, RESOLVED, FIXED,2,1,1,,,
397826,880, VERIFIED, FIXED,16,9,8,,,
376798,963, RESOLVED, FIXED,6,3,0,,,
422977,1007, VERIFIED, FIXED,11,7,16,,,
329269,1363, RESOLVED, FIXED,23,5,8,,,
365102,1065, VERIFIED, FIXED,6,5,6,,,
411989,774, VERIFIED, FIXED,7,4,3,,,
320833,1437, RESOLVED, FIXED,3,2,0,,,
403699,833, VERIFIED, FIXED,25,9,13,,,
366935,1047, RESOLVED, FIXED,6,2,0,,,
428733,592, RESOLVED, FIXED,5,4,2,,,
331017,1348, RESOLVED, FIXED,15,7,3,,,
415781,659, VERIFIED, FIXED,27,14,25,,,
323834,1408, RESOLVED, FIXED,2,2,0,,,
388695,951, RESOLVED, FIXED,9,4,3,,,
370097,1018, RESOLVED, FIXED,4,3,0,,,
418592,645, VERIFIED, FIXED,17,8,5,,,
405926,818, VERIFIED, FIXED,10,7,10,,,
373504,991, RESOLVED, FIXED,14,3,1,,,
333450,1325, RESOLVED, FIXED,4,3,0,,,
305955,199, VERIFIED, FIXED,14,5,4,,,
398409,1170, VERIFIED, FIXED,32,10,9,,,
376851,962, RESOLVED, FIXED,10,4,2,,,
423040,621, RESOLVED, FIXED,9,6,4,,,
318654,1455, RESOLVED, FIXED,6,3,1,,,
381255,922, VERIFIED, FIXED,14,12,15,,,
478447,783, NEW, (null),9,5,4,,,
365171,2032, RESOLVED, FIXED,5,3,4,,,
425040,610, VERIFIED, FIXED,4,4,2,,,
329949,1357, RESOLVED, FIXED,20,11,6,,,
320835,1437, RESOLVED, FIXED,3,2,0,,,
384752,983, RESOLVED, FIXED,7,4,2,,,
367025,1046, RESOLVED, FIXED,5,3,2,,,
429350,974, VERIFIED, FIXED,57,19,22,,,
331154,1346, RESOLVED, FIXED,5,3,0,,,
370105,1018, RESOLVED, FIXED,15,4,2,,,
326208,1388, RESOLVED, FIXED,13,7,7,,,
405927,833, RESOLVED, FIXED,10,7,9,,,
247850,797, RESOLVED, FIXED,6,5,4,,,
373838,988, RESOLVED, FIXED,13,5,4,,,
327731,1376, RESOLVED, FIXED,5,5,3,,,
308888,2, RESOLVED, FIXED,4,2,3,,,
399264,868, RESOLVED, FIXED,34,8,4,,,
376852,962, RESOLVED, FIXED,7,3,0,,,
462765,388, VERIFIED, FIXED,19,7,6,,,
337223,1297, RESOLVED, FIXED,16,5,6,,,
409055,707, VERIFIED, FIXED,13,9,7,,,
479384,369, VERIFIED, FIXED,9,7,4,,,
365266,1063, VERIFIED, FIXED,5,4,2,,,
425140,996, VERIFIED, FIXED,5,5,4,,,
94514,3120, VERIFIED, FIXED,29,13,23,,,
385062,980, VERIFIED, FIXED,17,8,9,,,
367035,1045, RESOLVED, FIXED,9,4,2,,,
429379,588, VERIFIED, FIXED,23,8,10,,,
415960,658, VERIFIED, FIXED,76,19,40,,,
215383,1122, RESOLVED, FIXED,5,3,2,,,
370135,1108, RESOLVED, FIXED,8,4,5,,,
418630,644, VERIFIED, FIXED,8,5,4,,,
405936,1114, VERIFIED, FIXED,25,12,9,,,
395593,898, VERIFIED, FIXED,5,3,1,,,
419957,637, RESOLVED, FIXED,16,7,6,,,
407541,826, VERIFIED, FIXED,26,13,14,,,
378798,1176, NEW, (null),13,8,25,,,
463674,383, VERIFIED, FIXED,11,6,6,,,
337855,1382, VERIFIED, FIXED,41,11,18,,,
409301,796, VERIFIED, FIXED,27,8,9,,,
318819,1454, RESOLVED, FIXED,2,3,2,,,
401333,851, VERIFIED, FIXED,11,7,8,,,
381534,919, VERIFIED, FIXED,5,4,3,,,
381878,1006, VERIFIED, FIXED,7,5,11,,,
365268,1063, RESOLVED, FIXED,6,3,1,,,
425161,700, VERIFIED, FIXED,13,7,8,,,
412348,771, RESOLVED, FIXED,16,8,6,,,
321002,1436, RESOLVED, FIXED,2,2,0,,,
168416,3249, VERIFIED, FIXED,8,4,6,,,
385266,979, VERIFIED, FIXED,44,12,34,,,
367187,1044, RESOLVED, FIXED,11,3,5,,,
416007,748, VERIFIED, FIXED,24,12,10,,,
370197,1017, VERIFIED, FIXED,15,6,7,,,
418643,644, VERIFIED, FIXED,22,9,19,,,
405938,818, VERIFIED, FIXED,13,6,6,,,
395813,1192, VERIFIED, FIXED,28,17,19,,,
374532,1072, RESOLVED, INCOMPLETE,16,8,23,,,
407575,808, VERIFIED, FIXED,8,7,5,,,
399476,866, VERIFIED, FIXED,27,8,16,,,
378802,945, RESOLVED, FIXED,5,3,0,,,
463863,79, VERIFIED, FIXED,21,7,6,,,
341035,1265, RESOLVED, FIXED,10,7,4,,,
423154,620, VERIFIED, FIXED,7,5,4,,,
319378,1450, RESOLVED, FIXED,7,5,2,,,
401449,850, VERIFIED, FIXED,7,6,3,,,
382073,1005, RESOLVED, FIXED,28,9,10,,,
365439,1061, RESOLVED, FIXED,3,3,0,,,
330054,1356, RESOLVED, FIXED,6,4,0,,,
412655,1586, ASSIGNED, (null),11,5,13,,,
429505,677, VERIFIED, FIXED,10,5,3,,,
416009,658, VERIFIED, FIXED,6,5,3,,,
324553,1401, RESOLVED, FIXED,3,2,0,,,
332283,1426, VERIFIED, FIXED,15,8,13,,,
419170,642, VERIFIED, FIXED,26,8,7,,,
374986,979, RESOLVED, FIXED,5,3,0,,,
452000,341, VERIFIED, FIXED,17,6,6,,,
420261,636, VERIFIED, FIXED,6,4,3,,,
328191,1373, RESOLVED, FIXED,25,11,7,,,
378808,2285, RESOLVED, FIXED,5,3,0,,,
464259,379, NEW, (null),3,3,5,,,
342381,1253, RESOLVED, FIXED,9,4,2,,,
423159,620, RESOLVED, FIXED,19,9,8,,,
401450,850, VERIFIED, FIXED,10,6,4,,,
488783,18, VERIFIED, FIXED,9,4,6,,,
365528,1060, RESOLVED, FIXED,5,2,1,,,
425563,994, VERIFIED, FIXED,14,6,6,,,
330130,1356, RESOLVED, FIXED,12,8,3,,,
412682,769, VERIFIED, FIXED,17,10,11,,,
404370,827, RESOLVED, FIXED,12,3,3,,,
385497,977, VERIFIED, FIXED,5,4,3,,,
367989,1037, RESOLVED, FIXED,3,3,0,,,
331654,1342, VERIFIED, FIXED,7,5,4,,,
324579,1401, RESOLVED, WONTFIX,4,3,1,,,
232467,941, RESOLVED, FIXED,28,16,12,,,
389789,943, RESOLVED, FIXED,32,4,5,,,
371076,1009, RESOLVED, FIXED,15,3,0,,,
437273,539, VERIFIED, FIXED,6,5,7,,,
419216,731, VERIFIED, FIXED,26,8,13,,,
326675,1384, RESOLVED, FIXED,3,3,1,,,
375629,974, RESOLVED, FIXED,10,5,4,,,
454977,440, RESOLVED, FIXED,23,5,6,,,
333758,1323, VERIFIED, FIXED,4,4,7,,,
420354,635, VERIFIED, FIXED,27,10,9,,,
317472,2197, RESOLVED, FIXED,43,11,21,,,
464767,377, RESOLVED, FIXED,14,4,5,,,
423169,710, VERIFIED, FIXED,10,7,10,,,
319910,1445, RESOLVED, FIXED,9,4,2,,,
489828,216, VERIFIED, FIXED,21,12,13,,,
365538,1060, RESOLVED, FIXED,6,3,0,,,
425726,607, RESOLVED, FIXED,10,5,4,,,
174265,2533, RESOLVED, FIXED,106,51,64,,,
385822,974, RESOLVED, FIXED,9,7,4,,,
331755,1341, RESOLVED, FIXED,3,3,1,,,
416313,747, RESOLVED, FIXED,38,7,11,,,
324590,1401, RESOLVED, FIXED,7,3,2,,,
232707,939, RESOLVED, FIXED,29,18,19,,,
390047,940, RESOLVED, FIXED,5,4,3,,,
371668,1004, RESOLVED, FIXED,2,2,0,,,
437616,538, VERIFIED, FIXED,4,5,5,,,
332295,1336, RESOLVED, FIXED,6,3,0,,,
326677,1384, RESOLVED, FIXED,2,3,1,,,
396300,892, VERIFIED, FIXED,4,3,1,,,
375898,1861, NEW, (null),12,8,12,,,
333787,1323, RESOLVED, FIXED,3,2,0,,,
328399,1371, RESOLVED, FIXED,6,3,0,,,
465933,68, VERIFIED, FIXED,11,4,5,,,
346669,1214, RESOLVED, FIXED,5,5,1,,,
409945,1086, RESOLVED, FIXED,52,10,8,,,
405776,819, VERIFIED, FIXED,7,7,12,,,
423515,708, VERIFIED, FIXED,42,13,10,,,
330206,1355, RESOLVED, FIXED,4,4,2,,,
335323,1311, RESOLVED, FIXED,11,6,2,,,
173762,1416, VERIFIED, FIXED,97,46,52,,,
330697,1350, RESOLVED, FIXED,3,4,0,,,
301888,2819, NEW, (null),84,37,52,,,
317905,1460, RESOLVED, WONTFIX,3,2,4,,,
400703,855, RESOLVED, FIXED,49,13,18,,,
330923,1349, VERIFIED, FIXED,13,9,12,,,
415390,662, RESOLVED, FIXED,23,7,6,,,
330929,1349, RESOLVED, FIXED,11,5,8,,,
432454,954, VERIFIED, FIXED,23,10,10,,,
315699,2808, NEW, (null),39,28,40,,,
402161,845, RESOLVED, FIXED,9,4,6,,,
412987,1257, NEW, (null),7,8,10,,,
188910,1321, RESOLVED, FIXED,28,5,6,,,
331801,1340, RESOLVED, FIXED,14,5,0,,,
332495,1334, RESOLVED, FIXED,10,6,2,,,
406194,816, VERIFIED, FIXED,17,7,11,,,
283719,547, VERIFIED, FIXED,24,7,12,,,
334010,1321, RESOLVED, WONTFIX,34,11,15,,,
328668,1368, RESOLVED, FIXED,2,3,1,,,
317830,1461, RESOLVED, WONTFIX,2,3,8,,,
320164,1443, RESOLVED, FIXED,3,2,1,,,
320165,1443, RESOLVED, FIXED,2,2,1,,,
365729,1058, RESOLVED, FIXED,8,4,7,,,
413053,677, VERIFIED, FIXED,83,12,19,,,
321973,1426, RESOLVED, FIXED,18,7,7,,,
430792,966, VERIFIED, FIXED,39,15,23,,,
331856,1340, RESOLVED, FIXED,19,11,10,,,
235001,919, RESOLVED, FIXED,10,6,3,,,
397111,796, VERIFIED, FIXED,22,11,13,,,
457708,1243, RESOLVED, WONTFIX,12,3,5,,,
334050,2606, NEW, (null),6,6,5,,,
328766,1367, RESOLVED, FIXED,2,3,0,,,
408221,1099, VERIFIED, FIXED,8,5,4,,,
413483,764, VERIFIED, FIXED,8,8,10,,,
331908,1429, VERIFIED, FIXED,8,7,5,,,
325092,1397, RESOLVED, FIXED,5,4,1,,,
392193,924, RESOLVED, FIXED,45,10,14,,,
371821,1003, RESOLVED, FIXED,7,3,2,,,
443734,508, RESOLVED, FIXED,6,5,5,,,
397117,796, RESOLVED, FIXED,7,4,5,,,
376650,965, RESOLVED, FIXED,7,3,1,,,
329065,1365, RESOLVED, FIXED,6,7,2,,,
317844,1461, RESOLVED, FIXED,3,3,5,,,
423877,616, RESOLVED, FIXED,9,5,3,,,
320261,1442, RESOLVED, FIXED,7,4,2,,,
383803,991, RESOLVED, FIXED,12,3,6,,,
404983,1813, NEW, (null),34,25,32,,,
331935,1339, RESOLVED, FIXED,3,2,0,,,
371823,1003, VERIFIED, FIXED,8,5,4,,,
443745,508, VERIFIED, FIXED,19,10,13,,,
327330,1379, RESOLVED, FIXED,11,5,3,,,
296019,1157, RESOLVED, FIXED,6,4,3,,,
376661,965, RESOLVED, FIXED,2,2,0,,,
408443,802, VERIFIED, FIXED,34,10,13,,,
329761,1359, RESOLVED, FIXED,10,5,6,,,
403141,838, VERIFIED, FIXED,3,4,7,,,
431758,573, RESOLVED, FIXED,12,6,11,,,
417042,652, RESOLVED, FIXED,27,8,7,,,
327331,1469, RESOLVED, FIXED,20,5,5,,,
459438,411, VERIFIED, FIXED,21,7,8,,,
364643,1070, RESOLVED, FIXED,3,2,0,,,
330807,1350, VERIFIED, FIXED,9,5,3,,,
419792,638, VERIFIED, FIXED,7,5,7,,,
334758,1316, VERIFIED, FIXED,14,8,8,,,
411549,776, VERIFIED, FIXED,13,8,9,,,
403153,838, VERIFIED, FIXED,17,8,10,,,
366372,1052, RESOLVED, FIXED,10,3,1,,,
428481,684, RESOLVED, FIXED,17,6,5,,,
323354,1412, NEW, (null),1,2,2,,,
332036,1338, RESOLVED, FIXED,9,5,4,,,
417331,651, NEW, (null),7,7,6,,,
325288,1395, RESOLVED, FIXED,3,2,0,,,
405921,1470, RESOLVED, WONTFIX,18,6,9,,,
393870,911, VERIFIED, FIXED,21,10,10,,,
407366,719, RESOLVED, FIXED,20,5,5,,,
397223,885, RESOLVED, FIXED,4,3,2,,,
376735,964, RESOLVED, FIXED,3,3,3,,,
329182,1364, RESOLVED, FIXED,3,3,2,,,
408663,800, RESOLVED, FIXED,8,4,1,,,
469703,556, RESOLVED, FIXED,1,1,5,,,
384623,894, VERIFIED, FIXED,10,5,4,,,
323532,927, RESOLVED, FIXED,12,6,3,,,
405087,734, VERIFIED, FIXED,45,13,24,,,
244078,830, RESOLVED, FIXED,71,19,23,,,
447571,1166, VERIFIED, FIXED,118,41,75,,,
333138,1328, RESOLVED, FIXED,2,3,1,,,
335961,1306, RESOLVED, FIXED,6,4,7,,,
329266,1363, RESOLVED, FIXED,3,3,0,,,
318192,1457, RESOLVED, FIXED,3,2,1,,,
381220,922, RESOLVED, FIXED,4,3,3,,,
364905,1067, RESOLVED, FIXED,4,3,1,,,
329842,1448, VERIFIED, FIXED,19,9,11,,,
332049,1338, RESOLVED, WONTFIX,5,5,2,,,
418144,1513, NEW, (null),8,9,14,,,
333146,1328, RESOLVED, FIXED,4,3,0,,,
408862,798, VERIFIED, FIXED,7,5,7,,,
400844,854, VERIFIED, FIXED,13,8,9,,,
329853,2567, RESOLVED, WONTFIX,17,8,11,,,
384675,894, NEW, (null),4,4,5,,,
432766,567, VERIFIED, FIXED,5,5,3,,,
332120,1337, RESOLVED, FIXED,3,2,2,,,
325827,1391, RESOLVED, FIXED,2,2,1,,,
451151,464, RESOLVED, FIXED,31,9,7,,,
327464,1378, RESOLVED, FIXED,3,4,3,,,
407517,808, NEW, (null),2,3,5,,,
462662,389, VERIFIED, FIXED,17,7,11,,,
337220,1297, RESOLVED, FIXED,2,3,2,,,
408938,708, VERIFIED, FIXED,24,16,12,,,
403847,832, VERIFIED, FIXED,7,5,5,,,
88541,4310, VERIFIED, FIXED,48,21,22,,,
433317,563, VERIFIED, FIXED,17,6,7,,,
332188,1337, RESOLVED, FIXED,7,5,1,,,
418629,644, VERIFIED, FIXED,6,4,2,,,
395462,900, VERIFIED, FIXED,6,5,7,,,
419911,1845, NEW, (null),61,29,43,,,
407540,808, VERIFIED, FIXED,10,7,6,,,
329281,1363, RESOLVED, FIXED,12,8,14,,,
401247,851, VERIFIED, FIXED,14,9,13,,,
381434,1009, VERIFIED, FIXED,13,8,11,,,
412219,1052, RESOLVED, FIXED,6,6,5,,,
320984,1436, RESOLVED, FIXED,3,2,0,,,
389391,637, RESOLVED, WONTFIX,3,3,9,,,
434704,555, RESOLVED, FIXED,10,6,3,,,
332201,1337, RESOLVED, FIXED,13,5,1,,,
326428,1386, RESOLVED, FIXED,6,4,2,,,
327735,1376, RESOLVED, FIXED,7,6,3,,,
399472,776, RESOLVED, FIXED,4,3,4,,,
329321,1363, RESOLVED, FIXED,6,6,5,,,
